pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url
78,Rapidash,Fire,,65,100,70,80,80,105,500,1.7,95.0,175,run-away|flash-fire|flame-body,flame-body,gen-i,False,False,False,yellow,quadruped,ground,grassland,medium,60,70,Fire Horse Pokémon,32,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png
79,Slowpoke,Water,Psychic,90,65,65,40,40,15,315,1.2,36.0,63,oblivious|own-tempo|regenerator,regenerator,gen-i,False,False,False,pink,quadruped,monster|water1,waters-edge,medium,190,70,Dopey Pokémon,33,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png
80,Slowbro,Water,Psychic,95,75,110,100,80,30,490,1.6,78.5,172,oblivious|own-tempo|regenerator,regenerator,gen-i,False,False,False,pink,upright,monster|water1,waters-edge,medium,75,70,Hermit Crab Pokémon,33,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png
81,Magnemite,Electric,Steel,25,35,70,95,55,45,325,0.3,6.0,65,magnet-pull|sturdy|analytic,analytic,gen-i,False,False,False,gray,arms,mineral,rough-terrain,medium,190,70,Magnet Pokémon,34,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png
82,Magneton,Electric,Steel,50,60,95,120,70,70,465,1.0,60.0,163,magnet-pull|sturdy|analytic,analytic,gen-i,False,False,False,gray,heads,mineral,rough-terrain,medium,60,70,Magnet Pokémon,34,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png
83,Farfetchd,Normal,Flying,52,90,55,58,62,60,377,0.8,15.0,132,keen-eye|inner-focus|defiant,defiant,gen-i,False,False,False,brown,wings,flying|ground,grassland,medium,45,70,Wild Duck Pokémon,35,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png
84,Doduo,Normal,Flying,35,85,45,35,35,75,310,1.4,39.2,62,run-away|early-bird|tangled-feet,tangled-feet,gen-i,False,False,False,brown,legs,flying,grassland,medium,190,70,Twin Bird Pokémon,36,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png
85,Dodrio,Normal,Flying,60,110,70,60,60,110,470,1.8,85.2,165,run-away|early-bird|tangled-feet,tangled-feet,gen-i,False,False,False,brown,legs,flying,grassland,medium,45,70,Triple Bird Pokémon,36,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png
86,Seel,Water,,65,45,55,45,70,45,325,1.1,90.0,65,thick-fat|hydration|ice-body,ice-body,gen-i,False,False,False,white,fish,water1|ground,sea,medium,190,70,Sea Lion Pokémon,37,The protruding horn on its head is very hard. It is used for bashing through thick ice.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png
87,Dewgong,Water,Ice,90,70,80,70,95,70,475,1.7,120.0,166,thick-fat|hydration|ice-body,ice-body,gen-i,False,False,False,white,fish,water1|ground,sea,medium,75,70,Sea Lion Pokémon,37,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png
88,Grimer,Poison,,80,80,50,40,50,25,325,0.9,30.0,65,stench|sticky-hold|poison-touch,poison-touch,gen-i,False,False,False,purple,arms,indeterminate,urban,medium,190,70,Sludge Pokémon,38,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png
89,Muk,Poison,,105,105,75,65,100,50,500,1.2,30.0,175,stench|sticky-hold|poison-touch,poison-touch,gen-i,False,False,False,purple,arms,indeterminate,urban,medium,75,70,Sludge Pokémon,38,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png
90,Shellder,Water,,30,65,100,45,25,40,305,0.3,4.0,61,shell-armor|skill-link|overcoat,overcoat,gen-i,False,False,False,purple,ball,water3,sea,slow,190,70,Bivalve Pokémon,39,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png
91,Cloyster,Water,Ice,50,95,180,85,45,70,525,1.5,132.5,184,shell-armor|skill-link|overcoat,overcoat,gen-i,False,False,False,purple,ball,water3,sea,slow,60,70,Bivalve Pokémon,39,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png
92,Gastly,Ghost,Poison,30,35,30,100,35,80,310,1.3,0.1,62,levitate,,gen-i,False,False,False,purple,ball,indeterminate,cave,medium-slow,190,70,Gas Pokémon,40,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png
93,Haunter,Ghost,Poison,45,50,45,115,55,95,405,1.6,0.1,142,levitate,,gen-i,False,False,False,purple,arms,indeterminate,cave,medium-slow,90,70,Gas Pokémon,40,"Because of its ability to slip through block walls, it is said to be from an­ other dimension.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png
94,Gengar,Ghost,Poison,60,65,60,130,75,110,500,1.5,40.5,225,cursed-body,,gen-i,False,False,False,purple,upright,indeterminate,cave,medium-slow,45,70,Shadow Pokémon,40,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png
95,Onix,Rock,Ground,35,45,160,30,45,70,385,8.8,210.0,77,rock-head|sturdy|weak-armor,weak-armor,gen-i,False,False,False,gray,squiggle,mineral,cave,medium,45,70,Rock Snake Pokémon,41,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png
96,Drowzee,Psychic,,60,48,45,43,90,42,328,1.0,32.4,66,insomnia|forewarn|inner-focus,inner-focus,gen-i,False,False,False,yellow,humanoid,humanshape,grassland,medium,190,70,Hypnosis Pokémon,42,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png
97,Hypno,Psychic,,85,73,70,73,115,67,483,1.6,75.6,169,insomnia|forewarn|inner-focus,inner-focus,gen-i,False,False,False,yellow,humanoid,humanshape,grassland,medium,75,70,Hypnosis Pokémon,42,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png
98,Krabby,Water,,30,105,90,25,25,50,325,0.4,6.5,65,hyper-cutter|shell-armor|sheer-force,sheer-force,gen-i,False,False,False,red,armor,water3,waters-edge,medium,225,70,River Crab Pokémon,43,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png
99,Kingler,Water,,55,130,115,50,50,75,475,1.3,60.0,166,hyper-cutter|shell-armor|sheer-force,sheer-force,gen-i,False,False,False,red,armor,water3,waters-edge,medium,60,70,Pincer Pokémon,43,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png
100,Voltorb,Electric,,40,30,50,55,55,100,330,0.5,10.4,66,soundproof|static|aftermath,aftermath,gen-i,False,False,False,red,ball,mineral,urban,medium,190,70,Ball Pokémon,44,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png
101,Electrode,Electric,,60,50,70,80,80,150,490,1.2,66.6,172,soundproof|static|aftermath,aftermath,gen-i,False,False,False,red,ball,mineral,urban,medium,60,70,Ball Pokémon,44,It stores electric energy under very high pressure. It often explodes with little or no provocation.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png
102,Exeggcute,Grass,Psychic,60,40,80,60,45,40,325,0.4,2.5,65,chlorophyll|harvest,harvest,gen-i,False,False,False,pink,heads,plant,forest,slow,90,70,Egg Pokémon,45,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png
103,Exeggutor,Grass,Psychic,95,95,85,125,75,55,530,2.0,120.0,186,chlorophyll|harvest,harvest,gen-i,False,False,False,yellow,legs,plant,forest,slow,45,70,Coconut Pokémon,45,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png
104,Cubone,Ground,,50,50,95,40,50,35,320,0.4,6.5,64,rock-head|lightning-rod|battle-armor,battle-armor,gen-i,False,False,False,brown,upright,monster,mountain,medium,190,70,Lonely Pokémon,46,"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png
105,Marowak,Ground,,60,80,110,50,80,45,425,1.0,45.0,149,rock-head|lightning-rod|battle-armor,battle-armor,gen-i,False,False,False,brown,upright,monster,mountain,medium,75,70,Bone Keeper Pokémon,46,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png
106,Hitmonlee,Fighting,,50,120,53,35,110,87,455,1.5,49.8,159,limber|reckless|unburden,unburden,gen-i,False,False,False,brown,humanoid,humanshape,urban,medium,45,70,Kicking Pokémon,47,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png
107,Hitmonchan,Fighting,,50,105,79,35,110,76,455,1.4,50.2,159,keen-eye|iron-fist|inner-focus,inner-focus,gen-i,False,False,False,brown,humanoid,humanshape,urban,medium,45,70,Punching Pokémon,47,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png
108,Lickitung,Normal,,90,55,75,60,75,30,385,1.2,65.5,77,own-tempo|oblivious|cloud-nine,cloud-nine,gen-i,False,False,False,pink,upright,monster,grassland,medium,45,70,Licking Pokémon,48,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png
109,Koffing,Poison,,40,65,95,60,45,35,340,0.6,1.0,68,levitate|neutralizing-gas|stench,stench,gen-i,False,False,False,purple,ball,indeterminate,urban,medium,190,70,Poison Gas Pokémon,49,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png
110,Weezing,Poison,,65,90,120,85,70,60,490,1.2,9.5,172,levitate|neutralizing-gas|stench,stench,gen-i,False,False,False,purple,heads,indeterminate,urban,medium,60,70,Poison Gas Pokémon,49,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png
111,Rhyhorn,Ground,Rock,80,85,95,30,30,25,345,1.0,115.0,69,lightning-rod|rock-head|reckless,reckless,gen-i,False,False,False,gray,quadruped,monster|ground,rough-terrain,slow,120,70,Spikes Pokémon,50,"A POKéMON with a one-track mind. Once it charges,  it won't stop running until it falls asleep.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png
112,Rhydon,Ground,Rock,105,130,120,45,45,40,485,1.9,120.0,170,lightning-rod|rock-head|reckless,reckless,gen-i,False,False,False,gray,upright,monster|ground,rough-terrain,slow,60,70,Drill Pokémon,50,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png
113,Chansey,Normal,,250,5,5,35,105,50,450,1.1,34.6,395,natural-cure|serene-grace|healer,healer,gen-i,False,False,False,pink,upright,fairy,urban,fast,30,140,Egg Pokémon,51,A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png
114,Tangela,Grass,,65,55,115,100,40,60,435,1.0,35.0,87,chlorophyll|leaf-guard|regenerator,regenerator,gen-i,False,False,False,blue,legs,plant,grassland,medium,45,70,Vine Pokémon,52,The whole body is swathed with wide vines that are similar to sea­ weed. Its vines shake as it walks.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png
115,Kangaskhan,Normal,,105,95,80,40,80,90,490,2.2,80.0,172,early-bird|scrappy|inner-focus,inner-focus,gen-i,False,False,False,brown,upright,monster,grassland,medium,45,70,Parent Pokémon,53,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png
116,Horsea,Water,,30,40,70,70,25,60,295,0.4,8.0,59,swift-swim|sniper|damp,damp,gen-i,False,False,False,blue,blob,water1|dragon,sea,medium,225,70,Dragon Pokémon,54,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png
117,Seadra,Water,,55,65,95,95,45,85,440,1.2,25.0,154,poison-point|sniper|damp,damp,gen-i,False,False,False,blue,blob,water1|dragon,sea,medium,75,70,Dragon Pokémon,54,Capable of swim­ ming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png
118,Goldeen,Water,,45,67,60,35,50,63,320,0.6,15.0,64,swift-swim|water-veil|lightning-rod,lightning-rod,gen-i,False,False,False,red,fish,water2,waters-edge,medium,225,70,Goldfish Pokémon,55,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png
119,Seaking,Water,,80,92,65,65,80,68,450,1.3,39.0,158,swift-swim|water-veil|lightning-rod,lightning-rod,gen-i,False,False,False,red,fish,water2,waters-edge,medium,60,70,Goldfish Pokémon,55,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png
120,Staryu,Water,,30,45,55,70,55,85,340,0.8,34.5,68,illuminate|natural-cure|analytic,analytic,gen-i,False,False,False,brown,blob,water3,sea,slow,225,70,Star Shape Pokémon,56,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png
121,Starmie,Water,Psychic,60,75,85,100,85,115,520,1.1,80.0,182,illuminate|natural-cure|analytic,analytic,gen-i,False,False,False,purple,blob,water3,sea,slow,60,70,Mysterious Pokémon,56,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png
122,Mr-Mime,Psychic,Fairy,40,45,65,100,120,90,460,1.3,54.5,161,soundproof|filter|technician,technician,gen-i,False,False,False,pink,humanoid,humanshape,urban,medium,45,70,Barrier Pokémon,57,"If interrupted while it is miming, it will slap around the offender with its broad hands.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png
123,Scyther,Bug,Flying,70,110,80,55,80,105,500,1.5,56.0,100,swarm|technician|steadfast,steadfast,gen-i,False,False,False,green,bug-wings,bug,grassland,medium,45,70,Mantis Pokémon,58,"With ninja-like agility and speed, it can create the illusion that there is more than one.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png
124,Jynx,Ice,Psychic,65,50,35,115,95,95,455,1.4,40.6,159,oblivious|forewarn|dry-skin,dry-skin,gen-i,False,False,False,red,humanoid,humanshape,urban,medium,45,70,Human Shape Pokémon,59,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png
125,Electabuzz,Electric,,65,83,57,95,85,105,490,1.1,30.0,172,static|vital-spirit,vital-spirit,gen-i,False,False,False,yellow,upright,humanshape,grassland,medium,45,70,Electric Pokémon,60,"Normally found near power plants, they can wander away and cause major blackouts in cities.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png
